Company_Name,Short_Description,RE_Strategy_Codes,RE_Strategy_Names,City,Region,Country
Neumann+Krause,Neumann+Krause is a consumer electronics repair service company that specializes in TV and home appliances on-site repair services.,R4,Repair,Berlin,Berlin,Germany
Alois Kühbeck,Alois Kühbeck GmbH manufactures equipment spare parts for construction machinery and offers custom manufacturing and repair services.,R4,Repair,Dillingen,Saarland,Germany
MOOG Bridge Access Technology,"MOOG Bridge Access Technology designs, manufactures, markets, maintains, and repairs tunnel inspection equipment.",R4,Repair,Bodensee,Niedersachsen,Germany
Lift-Manager,"Lift-Manager offers repair, security checks, spare parts and training services for all types and brands of aerial work platforms.",R4,Repair,Massing,Bayern,Germany
Hontzsch,"Hontzsch develops, manufactures, supplies, installs, repairs, and maintains flow sensors and measuring devices.",R4,Repair,Waiblingen,Baden-Wurttemberg,Germany
Proteco,"Proteco is a housing management company that provides architectural, construction, repair, cleaning, and relocation services.",R4,Repair,Berlin,Berlin,Germany
I.S.T. Molchtechnik,"I.S.T. Molchtechnik provides test pigging, commissioning, training, engineering, repair, and technical support services.",R4,Repair,Hamburg,Hamburg,Germany
Motionsport Ziba,"Motionsport Ziba offers strength and cardio equipment repair, maintenance, refurbishment, installation, and safety inspection services.","R4, R5","Repair, Refurbish",Wissen,Rheinland-Pfalz,Germany
Simple System,Simple System is a platform for indirect procurement to reduce the cost of procuring C parts.,R2,Reduce,Munich,Bayern,Germany
SlideVision,Broadcasts presentations in client's browser's window live. Reduces sales cycle on average by 40% and increases conversion by 20%,R2,Reduce,Berlin,Berlin,Germany
UniMaTec Embossing Systems,"UniMaTec Embossing Systems designs, manufactures, repairs, and maintains embossing machines and rollers.",R4,Repair,Düren,Nordrhein-Westfalen,Germany
E + A Elektrotechnik und Aggregatebau Betriebsgesellschaft,EundA specializes in electrical engineering and manufactures and repairs electric motors and generators.,R4,Repair,Bremerhaven,Bremen,Germany
Optical Refurbishment Center,Optical Refurbishment Center is a supplier of telecommunications equipment.,R5,Refurbish,Bruchsal,Baden-Wurttemberg,Germany
Hamburg Aviation,"Hamburg Aviation is an aviation cluster that covers the entire aircraft process from development to transport systems, and repair services.",R4,Repair,Hamburg,Hamburg,Germany
Nestler,"Nestler is a roofing company that offers seals, structural waterproofing, roof repairs, plant assembly, and flashings services.",R4,Repair,Zwönitz,Sachsen,Germany
Wisa,"Wisa is a building preservation company that provides crack treatment, sealing, and concrete repair services.",R4,Repair,Hüttlingen,Baden-Wurttemberg,Germany
Block am Ring,"Block am Ring is a car dealership that offers rental motorcycles, spare parts, and repair services.",R4,Repair,Braunschweig,Niedersachsen,Germany
BREDO DRY DOCKS,"BREDO DRY DOCKS is a shipyard for maintenance, repair, and conversion.",R4,Repair,Bremerhaven,Bremen,Germany
BOKELA,"BOKELA manufactures, maintains, and repairs filtration products.",R4,Repair,Karlsruhe,Baden-Wurttemberg,Germany
Cetto Industries,Cetto Industries manufactures and repairs steel products.,R4,Repair,Ratingen,Nordrhein-Westfalen,Germany
Porta Air Service,"Porta Air Service is an aviation company that offers repairs, rebuilds, technology upgrades, maintenance programs, and autopilot products.",R4,Repair,Porta Westfalica,Nordrhein-Westfalen,Germany
Alpha Team,"Alpha Team is an IT service provider with planning, implementation,  installation of networks, and hardware repair with consulting services.",R4,Repair,Egsdorf,Brandenburg,Germany
Schadenladen,Schadenladen is a privately held company that provides web platform for car repairing services.,R4,Repair,Düsseldorf,Nordrhein-Westfalen,Germany
aRepair Einhaus,aRepair Einhaus provides electronic and small appliance repair services.,R4,Repair,Hamm,Nordrhein-Westfalen,Germany
Hirsch,"Hirsch is a room design and paints company that offers concrete repair, floor coverings, and thermal insulation services for buildings.",R4,Repair,Munich,Bayern,Germany
Schuller IT,"Schuller IT provides hardware and software installation, maintenance, repair services.",R4,Repair,Haan,Nordrhein-Westfalen,Germany
Bauzentrum Mayer,"Bauzentrum Mayer delivers building maintenance, building materials, repairs and construction services.",R4,Repair,Ingolstadt,Bayern,Germany
Rhein Gruppe,Rhein Gruppe is a car dealership firm that provides new and old cars for sale and purchase and offers vehicle repair services.,R4,Repair,Heilbronn,Baden-Wurttemberg,Germany
Wede soft,"Wede soft provides computers, monitors, printers, accessories, complete systems, and repair services.",R4,Repair,Aachen,Nordrhein-Westfalen,Germany
All Mountains,"All Mountains is an online retail shop for different ranges of bikes and accessories, along with repair services.",R4,Repair,Wiesbaden,Hessen,Germany
Car workshop M. Kaufmann,"Car workshop M. Kaufmann is a car repair workshop that specializes in tire changes, wheel washing, and maintenance services.",R4,Repair,Peckatel,Mecklenburg-Vorpommern,Germany
Dreipunkt Coding,"Dreipunkt Coding is a provider of inkjet printers, inks, spare parts, and repair services.",R4,Repair,Hamm,Nordrhein-Westfalen,Germany
Bau Punkt Kraatz,"Bau Punkt Kraatz provides retail, rental and repair services for construction equipments.",R4,Repair,Annaberg-buchholz,Sachsen,Germany
Richter Forklift,"Richter Forklift is a forklift dealer that offers used forklifts, rentals, spare parts, and repair services.",R4,Repair,Stuhr,Niedersachsen,Germany
EuroBit,"EuroBit specializes in computer repair, data recovery, VoIP-DSL, and maintenance services.","R4, R9","Repair, Recover",Mannheim,Baden-Wurttemberg,Germany
The Kind Colors,The Kind Colors is a retail firm that provides fashion and sustainable textiles made from organic bio-cotton and recycled materials.,R8,Recycle,Passau,Bayern,Germany
Sondermeier Elektromotoren,"Sondermeier Elektromotoren offers services around drive technology, including motor sales and repair.",R4,Repair,Munich,Bayern,Germany
Ormsby's Computer Systems,Ormsby's Computer Systems offers PC repairs and IT support services in Central Vermont.,R4,Repair,Berlin,Berlin,Germany
ALNE,ALNE is a Manufacturer of motorcycle clothing made to measure as well as repairs and changes.,R4,Repair,Niedernberg,Bayern,Germany
Jan Wiese Architekten,"Jan Wiese Architekten is an architecture firm that provides interiors, product design, refurbishment, and consulting services.",R5,Refurbish,Berlin,Berlin,Germany
Autohaus Moll,"Autohaus Moll is an automotive company that provides vehicle search, car sales, workshops, leasing, and repair services.",R4,Repair,Biberach,Bayern,Germany
Royal Aero,"Royal Aero is an aviation trade firm that offers leasing of aircraft as wells as engines, parts, repairs, and technical services.",R4,Repair,Miesbach,Bayern,Germany
Persil Service,"Persil Service is a textile cleaning and laundry service company that offers washing, cleaning, ironing, and repairing clothing services.",R4,Repair,Hanover,Niedersachsen,Germany
Electro Hague,"Electro Hague specializes in electrical installation, maintenance, advice, and repair services for kitchen appliances.",R4,Repair,Niederwerrn,Bayern,Germany
Lumiserv,"Lumiserv provides computer services such as repair, sales, training, website creation, technical support, and on-site services.",R4,Repair,Erfurt,Thuringen,Germany
SemiMat,"SemiMat is a glass repair service company that provides consumables and services for quartz, ceramics, and silicon.",R4,Repair,Büdingen,Hessen,Germany
RACKL Metal,"RACKL Metal ​​trades, processes, and recycles semi-finished products made of non-ferrous metals.",R8,Recycle,Wendelstein,Bayern,Germany
WZH,"WZH creates expandable, portable homes from recycled shipping containers, focusing on sustainability and international standards.",R8,Recycle,Rocklinghausen,Hessen,Germany
Synerlogis,"Synerlogis provides logistics, refurbishment, and repair services.","R4, R5","Repair, Refurbish",Kiel,Schleswig-Holstein,Germany
Cosmos KG,"Cosmos KG is an IT firm that offers digital printing, web design, hosting, system maintenance, and repair.",R4,Repair,Hamburg,Hamburg,Germany
KROPP,"KROPP specializes in the fields of antenna construction, sale and repair of consumer electronics.",R4,Repair,Hof,Bayern,Germany
IT4Trade GmbH,IT4Trade GmbH offers both new and refurbished network technology from leading manufacturers for sale.,R5,Refurbish,Magdeburg,Sachsen-Anhalt,Germany
Kurt Dinkel Karosserie-Fahrzeugbau,Kurt Dinkel Karosserie-Fahrzeugbau GmbH specializes in vehicle body construction and repair.,R4,Repair,Wertheim,Baden-Wurttemberg,Germany
Fabema,"Fabema designs and manufactures mobile traffic light systems along with provides repair, maintenance, training, and installation services.",R4,Repair,Kürten,Nordrhein-Westfalen,Germany
Reifen Rabenstein,Reifen Rabenstein is a vulcanization workshop that repairs tires and tubes as well as manufactures moulded rubber items.,R4,Repair,Magdeburg,Sachsen-Anhalt,Germany
Fimro,"Fimro manufactures, sells, and repairs peripheral equipment for the die-casting and plastics industry.",R4,Repair,Halberstadt,Sachsen-Anhalt,Germany
Identica,"Identica provides vehicle preparation, glass repair, hair repair, minor damage repair, painting work, and industrial painting services.",R4,Repair,Winterbach,Baden-Wurttemberg,Germany
Omega Mounting,"Omega Mounting specializes in industrial assembly, machine installation, maintenance, and repair for mechanical production.",R4,Repair,Rodgau,Hessen,Germany
Faber Industrial Service,"Faber Industrial Service specializes in mechanical assembly, electrical installation, maintenance, and repair services.",R4,Repair,Eppingen,Baden-Wurttemberg,Germany
Liota Bau & Verwaltungs,"Liota Bau & Verwaltungs is a construction firm offering interior design, refurbishment, dismantling, concrete repair, and painting services.","R4, R5","Repair, Refurbish",Oberhausen,Nordrhein-Westfalen,Germany
TeichmannGruppe,"TeichmannGruppe manufactures cranes and provides services of construction, crane maintenance, and repair.",R4,Repair,Essen,Nordrhein-Westfalen,Germany
Nord-Elektro Systems and Installations,"Nord-Elektro Systems and Installations installs, maintains, and repairs electrical systems.",R4,Repair,Magdeburg,Sachsen-Anhalt,Germany
SYSTEMHAUS am Neumarkt,SYSTEMHAUS am Neumarkt is a software and computer repair company located in Zwickau.,R4,Repair,Zwickau,Sachsen,Germany
Carrano,"Carrano is an IT company that provides advice, planning, installation, maintenance, consulting, and repair services.",R4,Repair,Aschaffenburg,Bayern,Germany
Automobil Service Bodewig,"Automobil Service Bodewig is an auto repair shop for air conditioning, oil changes, and tire repair services.",R4,Repair,Köln,Nordrhein-Westfalen,Germany
Jeweler Hader,"Jeweler Hader sells, repairs, and maintains jewelry, rings, and watches.",R4,Repair,Greven,Nordrhein-Westfalen,Germany
Karl Uhl,"Karl Uhl offers testing and monitoring of mineral aggregates for gravel, sand, grit, track ballast, and recycled building materials.",R8,Recycle,Hausach,Baden-Wurttemberg,Germany
Autronic,"Autronic develops converters with a range of services offered in hardware and software development, material procurement, and repair.",R4,Repair,Sächsenheim,Bayern,Germany
System Repaircenter GmbH,System Repaircenter is a mobile and tablet repair company.,R4,Repair,Leipzig,Sachsen,Germany
ARCD Auto,ARCD Auto provides roadside assistance and recovery services.,R9,Recover,Bad Windsheim,Bayern,Germany
Espresso Becker,Espresso Becker is a consultancy that provides service and repair solutions for both business and household coffee machines.,R4,Repair,Hattingen,Nordrhein-Westfalen,Germany
TMS Turbomachinery Service,TMS Turbomachinery Service is an industrial engineering company that specializes in generator repair and compressor maintenance services.,R4,Repair,Bad Dürkheim,Rheinland-Pfalz,Germany
C&D – Computer+Data Technology,C&D – Computer+Data Technology is a computer repair service company.,R4,Repair,Spelle,Niedersachsen,Germany
Electro Meier,"Electro Meier installs, maintains, and repairs electrical and telephone systems.",R4,Repair,Karlsruhe,Baden-Wurttemberg,Germany
Blinds Minor,"Blinds Minor is wholesaler of shutters, panel curtains pleats, awnings, roller doors, terrace roofs, and repair services.",R4,Repair,Stolberg,Nordrhein-Westfalen,Germany
Repair Professionals,"Repair Professionals is an equipment repair workshop that repairs mobile phones, tablets, notebooks, and smartwatches.",R4,Repair,Bremen,Bremen,Germany
XENOX,"XENOX manufactures, supplies, and repairs laboratory equipment for dental and electronics laboratories.",R4,Repair,Föhren,Rheinland-Pfalz,Germany
Sternpark Gruppe,"Sternpark Gruppe is an automotive company that offers vehicle manufacturing, repair, spare parts, and customer services.",R4,Repair,Lippstadt,Nordrhein-Westfalen,Germany
